x,y,class
-0.10574780855439725,3.4515537165470356,1
4.441282065458651,2.808742297391425,1
1.8660621252295577,2.2704634983291268,1
3.9123542494067216,1.7194860990798384,1
1.5426636004751635,2.8848436548242162,1
4.841976420810681,4.635348490518105,1
0.1310263395597393,3.4189144924198764,1
4.628498540025367,1.6678410318277015,1
-0.0692094939828305,4.387255886283735,1
0.4989881046785136,3.5698486757655497,1
2.760573761144148,3.5110158410040517,1
0.6458986083675586,4.879113471019232,1
-0.6954629067743192,3.8506631831770344,1
4.078492452700097,2.5275733049663494,1
1.5452376076788168,2.750555400350445,1
4.876760068346546,4.08685442873136,1
1.5508723514695744,2.789193754992673,1
3.587464934013356,3.6810960457535122,1
4.759404460237525,2.8837824178978746,1
2.648089932667824,3.2900703421843014,1
2.311328264991676,2.496048108123439,1
0.9488511235547621,4.652504699911738,1
1.9115707561819644,4.837181117712662,1
2.0532873697149077,3.7595344598492417,1
4.840758490959425,0.4049538635633947,0
4.482093550401023,0.05088840618429802,0
1.2795701335046408,-0.40775416377741114,0
-0.7288965794570104,2.6185312960660907,0
0.6592241927366158,-0.7296279346447212,0
-0.12063162811132555,2.9210442077976917,0
-0.33001739175306954,2.7460568122328626,0
0.15682461522402025,2.2505326299981046,0
1.2901890813014472,0.31707402186783873,0
1.477708688906179,-0.3882506434094928,0
3.5880719860491244,-0.6417456319442241,0
-0.7519737080399149,-0.16579627945200426,0
2.707690094498708,-0.2555080132031531,0
1.8558150522311685,-0.050954012910145785,0
4.574920695746751,-0.7198620987312847,0
1.9595289567367917,1.055270255542525,0
3.5120615131407398,-0.4954745963730256,0
3.1792015640443836,-0.4924419324305964,0
0.034617994963537235,1.9440922771216846,0
2.7111890294392524,-0.844279354171984,0
0.17317303542555007,0.6375489253003412,0
-0.7353157270359414,-0.815449492892055,0
0.4821850863076429,0.8870096407972179,0
3.8190752721592194,0.2559258626023726,0
4.270397089794532,0.6748971902490195,0
0.7339737030111997,2.5904462271812676,0
3,2,0
